17	16	12	12	10	18	12	4	12	11	9	13	2	14	12	9	17	12	10	11	0	10	11	11	20	10	13	2	4	3	10	3	13	19	10	3
7	18	9	2	10	20	2	10	3	8	2	3	12	9	11	11	19	2	12	1	10	0	10	11	22	2	3	12	10	8	1	11	8	21	9	9
6	8	1	10	2	10	11	11	13	2	9	10	13	3	1	3	9	11	3	11	11	10	0	1	13	8	12	13	11	9	11	12	2	11	1	10
7	8	2	11	1	9	12	11	14	3	10	11	12	3	2	2	9	11	2	12	11	11	1	0	12	9	13	12	12	8	11	12	3	10	2	10
17	5	14	22	13	3	24	17	25	15	22	23	19	14	12	12	4	23	10	23	20	22	13	12	0	21	25	22	24	19	23	23	14	2	14	18
7	16	7	2	8	18	3	10	5	6	1	3	12	7	9	9	17	3	11	3	10	2	8	9	21	0	4	12	10	8	3	11	7	19	7	9
8	20	11	3	12	22	1	13	1	10	4	2	14	11	13	13	21	2	15	2	13	3	12	13	25	4	0	14	13	10	3	14	11	23	11	12
19	18	14	13	11	19	13	5	14	13	11	14	4	15	14	10	19	14	12	12	2	12	13	12	22	12	14	0	2	4	11	1	15	20	12	4
17	19	12	12	11	21	12	7	12	11	9	13	5	14	12	12	20	12	14	11	4	10	11	12	24	10	13	2	0	5	10	1	13	22	10	6
15	15	10	9	7	17	9	3	10	9	7	10	4	11	10	8	16	10	9	8	3	8	9	8	19	8	10	4	5	0	7	4	11	18	8	2
8	19	10	2	10	20	2	10	3	9	2	3	11	10	11	11	20	3	13	1	10	1	11	11	23	3	3	11	10	7	0	11	9	21	10	9
18	18	13	13	11	20	13	6	13	12	10	14	4	15	13	11	19	13	13	12	3	11	12	12	23	11	14	1	1	4	11	0	14	21	11	5
4	10	1	8	4	12	10	13	11	2	8	9	15	1	3	5	11	9	4	9	13	8	2	3	14	7	11	15	13	11	9	14	0	13	3	12
15	4	12	21	11	3	22	15	24	13	20	21	17	12	10	10	2	21	9	22	19	21	11	10	2	19	23	20	22	18	21	21	13	0	12	16
7	9	2	9	1	11	10	10	12	1	8	9	12	4	2	2	10	10	4	10	10	9	1	2	14	7	11	12	10	8	10	11	3	12	0	9
16	14	11	11	9	15	11	1	11	10	8	12	3	13	11	8	15	11	9	10	3	9	10	10	18	9	12	4	6	2	9	5	12	16	9	0




