7	11	12	19	11	21	1	9	3	2	2	19	12	18	11	2	22	10	14	10	1	0	22	21	2	8	8	3	10	12	22	9	10	8	11	2	9	10	9	3	20
16	22	18	3	11	5	22	13	24	22	23	3	10	4	11	22	3	16	15	12	23	22	0	3	21	14	19	22	23	21	1	13	20	14	11	20	13	12	17	25	2
15	21	17	2	10	7	21	12	23	21	22	5	9	3	10	21	5	15	17	11	22	21	3	0	20	13	18	21	22	20	2	12	19	13	10	19	12	11	16	24	5
8	10	11	18	10	20	2	8	4	3	3	18	12	17	10	4	22	9	13	9	2	2	21	20	0	7	7	4	9	11	22	8	9	8	10	1	8	9	8	4	19
6	12	13	11	3	13	9	3	10	8	9	11	5	10	3	9	15	11	11	2	9	8	14	13	7	0	9	8	11	13	15	1	11	2	3	6	1	2	10	11	12
15	4	4	16	10	18	7	11	10	9	9	16	9	15	8	10	19	3	20	7	8	8	19	18	7	9	0	10	5	4	19	10	3	11	8	8	8	9	2	10	17
6	14	14	19	11	21	3	9	2	1	1	19	13	18	11	1	23	13	14	10	2	3	22	21	4	8	10	0	13	14	23	9	13	9	11	3	9	10	12	3	20
17	1	5	20	12	22	10	14	13	12	12	20	14	19	12	12	24	7	22	11	11	10	23	22	9	11	5	13	0	2	24	12	4	13	12	10	10	11	6	12	21
19	1	4	19	14	20	11	15	14	13	13	19	12	18	12	14	22	5	24	11	12	12	21	20	11	13	4	14	2	0	22	14	2	15	10	12	12	13	4	14	19
17	23	19	4	12	5	23	14	25	22	24	4	10	5	12	23	4	17	15	13	23	22	1	2	22	15	19	23	24	22	0	14	20	14	12	21	14	13	18	25	3
5	13	14	10	2	12	10	2	11	9	10	10	4	9	2	10	14	12	10	3	10	9	13	12	8	1	10	9	12	14	14	0	12	1	4	7	2	1	11	12	11
17	3	2	17	12	19	10	14	13	12	12	17	10	16	11	12	20	4	22	10	11	10	20	19	9	11	3	13	4	2	20	12	0	13	9	10	10	11	3	12	18
4	14	15	11	3	13	9	1	11	8	10	11	4	10	3	9	14	13	9	4	9	8	14	13	8	2	11	9	13	15	14	1	13	0	5	7	3	2	12	11	12
9	11	10	9	4	10	11	5	13	11	12	9	2	8	2	11	12	9	14	1	12	11	11	10	10	3	8	11	12	10	12	4	9	5	0	9	2	3	8	14	9
7	11	12	17	9	19	3	7	4	2	3	17	11	16	9	3	21	10	12	8	3	2	20	19	1	6	8	3	10	12	21	7	10	7	9	0	7	8	9	5	18
7	11	12	10	2	12	10	4	11	9	10	10	4	9	2	10	14	10	12	1	10	9	13	12	8	1	8	9	10	12	14	2	10	3	2	7	0	1	9	12	11
6	12	13	9	1	11	11	3	12	10	11	9	3	8	1	11	13	11	11	2	11	10	12	11	9	2	9	10	11	13	13	1	11	2	3	8	1	0	10	13	10
16	5	3	15	11	16	9	13	12	11	11	15	9	14	10	11	18	1	21	9	10	9	17	16	8	10	2	12	6	4	18	11	3	12	8	9	9	10	0	11	15
9	13	14	22	14	24	3	12	1	3	2	22	15	21	14	3	25	12	17	13	2	3	25	24	4	11	10	3	12	14	25	12	12	11	14	5	12	13	11	0	23
14	20	16	3	9	3	20	11	22	20	21	1	8	2	9	20	3	14	13	10	21	20	2	5	19	12	17	20	21	19	3	11	18	12	9	18	11	10	15	23	0





