13	16	22	33	15	26	24	18	11	4	18	17	23	14	13	4	17	14	21	6	5	18	20	3	16	15	9	10	18	7	10	15	16	20	21	31	28	25	20	12	22	5	28	28	9	0	25	7	32	5	21
12	10	5	9	10	12	14	7	14	28	7	17	13	20	12	24	14	11	4	19	24	14	19	22	15	14	16	17	19	19	15	10	9	12	7	7	4	10	10	15	21	20	6	4	19	25	0	24	8	29	4
12	15	21	32	14	25	23	17	14	8	17	14	22	7	19	4	16	13	20	5	12	20	19	7	9	20	8	17	25	14	9	14	15	19	20	30	27	24	19	9	15	11	27	27	5	7	24	0	31	6	20
20	16	10	4	18	10	12	15	21	36	15	18	16	28	20	31	16	19	11	26	32	16	16	29	23	17	23	25	21	27	23	18	16	13	11	5	6	13	12	23	19	27	8	5	26	32	8	31	0	37	11
18	21	27	38	19	31	28	23	16	4	22	19	28	10	18	6	21	18	26	11	8	23	24	8	14	20	14	13	22	10	14	19	21	24	26	36	33	29	25	14	20	10	33	33	11	5	29	6	37	0	26
9	10	5	12	7	12	14	4	10	25	5	17	13	17	12	20	14	9	4	15	21	14	19	18	15	14	12	14	19	16	12	7	9	12	7	10	7	10	10	12	21	16	7	7	15	21	4	20	11	26	0




