4	1	14	4	3	9	9	1	8	10	7	8	8	7	14	13	13	3	0	11	15	13	14	9	8	12	15	8	8	3	13	11	10	12	2	11	11	11	14	9	2	5	13	9	9	4
9	12	13	13	12	16	17	12	18	2	16	19	3	5	25	24	12	14	11	0	14	12	25	3	4	11	14	3	17	14	24	22	21	23	11	1	10	22	25	3	13	14	12	2	3	15
19	15	4	11	12	23	24	14	23	13	21	22	12	12	18	17	2	14	15	14	0	5	19	14	11	3	4	13	22	12	17	15	14	16	13	14	4	15	19	11	13	10	2	12	14	12
17	14	1	11	10	21	22	12	21	12	20	20	10	10	23	22	7	12	13	12	5	0	24	12	9	6	2	12	21	12	22	20	19	21	11	13	5	20	24	10	11	12	4	11	13	14
17	14	23	13	14	11	12	14	11	24	10	10	22	21	3	5	17	12	14	25	19	24	0	23	22	18	22	22	11	12	2	4	5	3	15	25	19	4	4	23	13	12	20	23	23	10
6	10	13	10	10	14	15	10	16	1	14	16	2	3	22	21	12	11	9	3	14	12	23	0	4	11	14	1	15	11	21	20	19	20	9	2	10	20	23	3	11	11	12	2	1	13
8	8	10	9	8	13	13	8	14	3	12	15	2	1	21	20	9	10	8	4	11	9	22	4	0	8	11	3	13	10	20	18	17	19	7	4	7	18	22	2	9	10	9	2	4	12
16	13	5	9	9	20	21	11	20	11	19	19	9	9	17	16	1	11	12	11	3	6	18	11	8	0	4	11	20	10	16	15	14	15	10	12	2	15	18	9	10	8	3	10	12	9
19	15	1	11	12	23	24	14	23	13	21	22	12	12	21	20	5	14	15	14	4	2	22	14	11	4	0	13	22	12	20	19	18	19	13	14	4	19	22	11	13	10	2	12	14	12
6	9	13	10	9	13	14	9	15	2	13	16	2	2	22	21	12	11	8	3	13	12	22	1	3	11	13	0	14	11	21	19	18	20	8	3	9	19	22	2	10	11	12	1	1	12
9	7	22	11	11	1	2	9	1	15	1	2	14	12	13	16	21	9	8	17	22	21	11	15	13	20	22	14	0	10	9	11	13	11	10	16	18	14	14	15	10	12	21	15	14	11
7	3	12	1	2	11	12	2	11	12	9	10	11	9	11	10	11	2	3	14	12	12	12	11	10	10	12	11	10	0	10	9	8	9	3	13	8	9	12	11	1	2	11	12	11	2
15	12	21	11	12	10	10	12	9	22	8	9	21	19	5	7	15	10	13	24	17	22	2	21	20	16	20	21	9	10	0	2	4	3	13	23	18	5	5	21	11	10	19	22	21	9
14	10	19	10	10	11	12	10	11	20	10	10	19	17	3	5	14	9	11	22	15	20	4	20	18	15	19	19	11	9	2	0	3	1	11	21	16	4	4	20	9	9	17	20	19	7
13	9	18	9	9	14	14	9	13	19	12	13	18	16	4	3	13	8	10	21	14	19	5	19	17	14	18	18	13	8	4	3	0	2	10	20	15	1	5	19	8	8	16	19	18	6
14	11	20	10	11	12	13	11	12	21	10	11	20	18	2	5	14	9	12	23	16	21	3	20	19	15	19	20	11	9	3	1	2	0	12	22	17	3	3	20	10	9	18	21	20	8
6	3	12	2	1	10	11	1	10	9	9	9	8	6	14	13	11	3	2	11	13	11	15	9	7	10	13	8	10	3	13	11	10	12	0	10	9	11	15	9	2	3	11	9	8	5
8	11	14	12	11	16	16	11	17	1	15	18	3	4	24	23	13	13	11	1	14	13	25	2	4	12	14	3	16	13	23	21	20	22	10	0	10	21	25	3	12	13	13	2	2	15
15	11	4	7	8	19	20	10	19	9	17	18	8	8	19	18	3	10	11	10	4	5	19	10	7	2	4	9	18	8	18	16	15	17	9	10	0	16	19	7	9	8	3	8	10	9
14	10	19	10	10	15	15	10	14	20	13	14	19	17	3	2	14	9	11	22	15	20	4	20	18	15	19	19	14	9	5	4	1	3	11	21	16	0	4	20	9	9	17	20	19	7
17	14	23	13	14	15	15	14	14	24	13	14	22	21	1	2	17	12	14	25	19	24	4	23	22	18	22	22	14	12	5	4	5	3	15	25	19	4	0	23	13	12	20	23	23	10
8	10	11	10	10	14	15	10	16	2	14	16	1	3	22	21	10	11	9	3	11	10	23	3	2	9	11	2	15	11	21	20	19	20	9	3	7	20	23	0	11	11	10	1	3	13
6	3	12	2	1	10	11	1	10	11	9	9	10	8	12	11	11	1	2	13	13	11	13	11	9	10	13	10	10	1	11	9	8	10	2	12	9	9	13	11	0	3	11	11	10	3
9	5	11	1	2	13	14	4	13	12	11	12	11	9	11	10	9	4	5	14	10	12	12	11	10	8	10	11	12	2	10	9	8	9	3	13	8	9	12	11	3	0	9	12	11	2
17	14	3	10	10	21	22	12	21	12	20	20	10	10	20	19	4	12	13	12	2	4	20	12	9	3	2	12	21	11	19	17	16	18	11	13	3	17	20	10	11	9	0	11	13	10
7	10	12	11	10	14	15	10	16	1	14	17	1	3	23	22	11	12	9	2	12	11	23	2	2	10	12	1	15	12	22	20	19	21	9	2	8	20	23	1	11	12	11	0	2	13
6	9	14	10	9	14	14	9	15	1	13	16	3	3	22	21	13	11	9	3	14	13	23	1	4	12	14	1	14	11	21	19	18	20	8	2	10	19	23	3	10	11	13	2	0	13
7	4	13	3	4	11	12	4	11	14	10	10	12	11	10	9	10	2	4	15	12	14	10	13	12	9	12	12	11	2	9	7	6	8	5	15	9	7	10	13	3	2	10	13	13	0



