17	11	11	13	17	10	3	4	10	7	11	12	10	1	13	12	22	14	2	14	15	14	17	10	0	12	16	10	13	11	9	9	12	5	15	12	6	13	14	12	10
5	1	10	11	14	3	10	12	9	12	2	10	10	11	9	2	10	11	14	10	12	10	14	4	12	0	13	2	9	1	8	4	10	14	12	12	13	1	2	9	7
16	12	23	24	1	12	19	20	22	23	11	22	22	17	4	11	15	2	18	3	3	3	3	10	16	13	0	13	22	14	21	11	23	21	5	25	22	14	13	22	20
7	1	10	11	14	1	8	10	9	10	2	10	10	9	9	2	12	11	12	10	12	10	14	4	10	2	13	0	9	1	8	2	10	12	12	12	11	3	4	9	7
6	10	2	2	23	10	10	13	3	13	11	1	3	12	18	11	14	20	14	19	21	19	23	13	13	9	22	9	0	8	4	11	1	14	21	3	14	9	9	1	3
6	2	9	10	15	2	9	11	8	11	3	9	9	10	10	3	11	12	13	11	13	11	15	5	11	1	14	1	8	0	7	3	9	13	13	11	12	2	3	8	6
8	9	2	4	22	9	7	9	2	9	10	4	2	8	17	10	13	19	11	18	20	18	22	12	9	8	21	8	4	7	0	10	3	11	20	4	10	8	8	3	1
9	3	12	13	12	1	8	9	11	12	2	11	11	8	8	4	14	9	10	9	10	9	12	2	9	4	11	2	11	3	10	0	12	10	10	14	11	5	5	11	9
7	11	1	1	24	11	9	12	2	12	12	1	2	11	19	12	15	21	13	20	22	20	24	14	12	10	23	10	1	9	3	12	0	13	22	2	13	10	10	2	3
19	13	12	14	22	11	4	2	12	2	12	14	11	4	18	14	24	19	4	19	20	19	22	12	5	14	21	12	14	13	11	10	13	0	20	14	1	15	15	13	12
15	11	22	23	5	11	18	19	21	22	10	21	21	16	4	10	10	3	17	2	7	5	2	9	15	12	5	12	21	13	20	10	22	20	0	24	21	13	12	21	19
9	13	2	1	25	13	10	12	3	12	14	3	3	11	21	14	17	23	14	22	24	22	25	15	12	12	25	12	3	11	4	14	2	14	24	0	13	11	12	3	5
18	12	12	14	23	11	4	3	11	1	12	13	11	5	18	13	23	20	4	19	21	19	23	13	6	13	22	11	14	12	10	11	13	1	21	13	0	14	15	13	11
4	2	9	11	14	4	11	13	8	13	3	9	9	12	10	3	9	12	15	11	13	11	14	4	13	1	14	3	9	2	8	5	10	15	13	11	14	0	1	8	7
4	3	10	11	14	4	11	14	9	14	3	10	10	13	9	2	9	11	15	10	12	10	14	4	14	2	13	4	9	3	8	5	10	15	12	12	15	1	0	9	7
6	10	1	3	22	10	9	12	2	12	11	1	2	11	18	11	14	20	13	19	21	19	22	12	12	9	22	9	1	8	3	11	2	13	21	3	13	8	9	0	2
7	8	3	4	21	8	8	10	2	10	9	3	3	9	16	9	12	18	12	17	19	17	21	11	10	7	20	7	3	6	1	9	3	12	19	5	11	7	7	2	0





