5	8	8	6	11	9	2	12	14	9	0	7	1	8	2	4	11	8	10	3	12	13	9	14	10	11	14	8	9	12	1	9	10	10	10	9	9	10	7	2	1	13	10	14	8	12	12	10	12	4	2
7	11	15	13	4	12	7	5	21	12	7	0	7	1	9	11	18	14	12	8	10	20	13	12	3	9	21	13	2	10	8	3	3	17	3	2	16	8	12	7	6	11	17	12	15	10	19	3	19	9	9
4	7	8	7	11	8	3	11	14	9	1	7	0	8	3	4	12	8	9	4	13	14	8	15	9	12	14	7	8	13	2	9	10	11	9	8	10	11	6	1	2	14	11	15	8	13	13	9	13	5	3
8	12	16	14	4	13	8	4	22	13	8	1	8	0	10	12	19	15	13	9	9	21	14	11	2	8	22	14	2	9	9	4	3	18	2	3	17	7	13	8	7	10	18	11	16	9	20	4	20	10	10
7	9	9	8	13	10	2	14	12	11	2	9	3	10	0	2	9	10	12	1	11	11	11	12	11	10	12	9	11	12	1	11	12	9	12	11	8	8	8	3	3	12	9	12	8	11	10	11	10	2	2
7	10	10	8	15	11	4	15	10	11	4	11	4	12	2	0	8	10	12	3	10	10	11	12	13	9	10	10	12	14	3	13	14	7	13	12	6	9	9	4	5	13	7	12	8	10	9	13	9	2	2
14	10	10	9	22	11	11	23	3	12	11	18	12	19	9	8	0	11	13	10	18	2	12	19	20	15	3	10	20	21	10	20	21	1	21	20	2	17	9	11	12	20	3	16	9	14	3	20	5	9	9
10	3	1	3	18	2	10	19	14	3	8	14	8	15	10	10	11	0	2	11	20	13	1	22	16	19	10	1	16	20	9	16	17	10	17	16	13	18	2	7	9	21	14	22	2	20	9	16	15	12	9
9	3	3	4	16	2	12	17	15	1	10	12	9	13	12	12	13	2	0	13	22	15	1	24	15	21	12	3	14	22	11	14	15	12	15	14	14	20	4	9	11	23	15	24	4	22	10	15	17	14	10
8	10	10	9	12	11	1	13	13	12	3	8	4	9	1	3	10	11	13	0	10	12	12	11	10	9	13	10	10	11	2	10	11	10	11	10	9	7	9	4	2	11	10	11	9	10	11	10	11	1	3
17	20	20	18	13	21	10	12	20	21	12	10	13	9	11	10	18	20	22	10	0	20	21	2	10	3	20	20	10	4	11	13	12	17	11	12	16	3	19	14	11	3	17	2	18	4	19	12	19	9	12
16	12	12	11	24	13	13	25	1	14	13	20	14	21	11	10	2	13	15	12	20	0	14	21	22	17	3	12	22	23	12	22	23	3	23	22	4	19	11	13	14	22	3	18	11	16	5	22	3	11	11
10	2	2	3	17	1	11	18	14	2	9	13	8	14	11	11	12	1	1	12	21	14	0	23	16	20	11	2	15	21	10	15	16	11	16	15	13	19	3	8	10	22	14	23	3	21	9	16	16	13	9
19	21	21	20	14	22	12	14	22	23	14	12	15	11	12	12	19	22	24	11	2	21	23	0	11	4	22	21	12	2	13	14	13	19	12	13	18	4	20	15	13	1	19	4	20	5	20	14	20	10	14
8	14	17	15	3	15	10	3	23	14	10	3	9	2	11	13	20	16	15	10	10	22	16	11	0	9	23	16	1	10	11	3	2	20	1	2	19	7	15	10	9	11	20	11	17	10	21	3	21	11	11
16	19	19	17	12	20	9	11	18	20	11	9	12	8	10	9	15	19	21	9	3	17	20	4	9	0	18	19	9	6	10	12	11	15	10	11	14	2	18	13	10	5	15	3	17	1	16	11	16	8	11
17	10	10	8	25	11	14	25	4	11	14	21	14	22	12	10	3	10	12	13	20	3	11	22	23	18	0	10	22	24	13	23	24	4	23	22	5	19	9	14	15	23	4	19	8	17	2	23	5	12	12
10	2	2	2	17	1	10	18	13	2	8	13	7	14	9	10	10	1	3	10	20	12	2	21	16	19	10	0	15	20	9	15	16	10	16	15	12	17	1	6	9	21	13	21	2	20	8	16	15	11	8
7	13	16	15	3	14	9	3	22	13	9	2	8	2	11	12	20	16	14	10	10	22	15	12	1	9	22	15	0	10	10	3	2	19	1	2	18	8	14	9	8	11	19	12	16	10	21	2	21	11	11
17	20	20	18	13	21	10	12	24	21	12	10	13	9	12	14	21	20	22	11	4	23	21	2	10	6	24	20	10	0	11	13	12	20	11	12	19	5	19	14	11	1	20	5	18	7	22	12	22	12	12
6	9	9	7	12	10	1	13	13	10	1	8	2	9	1	3	10	9	11	2	11	12	10	13	11	10	13	9	10	11	0	10	11	9	11	10	8	9	8	3	2	12	9	13	7	11	11	11	11	3	1
6	13	17	15	2	14	9	3	23	14	9	3	9	4	11	13	20	16	14	10	13	22	15	14	3	12	23	15	3	13	10	0	1	19	2	1	18	10	14	9	8	14	19	14	17	13	21	1	21	11	11
7	14	18	16	1	15	10	2	24	15	10	3	10	3	12	14	21	17	15	11	12	23	16	13	2	11	24	16	2	12	11	1	0	20	1	2	19	9	15	10	9	13	20	13	18	12	22	1	22	12	12
14	10	10	8	21	11	10	22	4	11	10	17	11	18	9	7	1	10	12	10	17	3	11	19	20	15	4	10	19	20	9	19	20	0	20	19	3	16	9	10	11	19	4	15	8	14	2	20	5	9	9
7	14	17	16	2	15	10	2	23	14	10	3	9	2	12	13	21	17	15	11	11	23	16	12	1	10	23	16	1	11	11	2	1	20	0	1	19	8	15	10	9	12	20	12	17	11	22	2	22	12	12
6	13	16	15	3	14	9	3	22	13	9	2	8	3	11	12	20	16	14	10	12	22	15	13	2	11	22	15	2	12	10	1	2	19	1	0	18	9	14	9	8	13	19	13	16	12	21	1	21	11	11
13	12	12	10	20	13	9	21	5	14	9	16	10	17	8	6	2	13	14	9	16	4	13	18	19	14	5	12	18	19	8	18	19	3	19	18	0	15	11	9	10	18	1	14	11	13	4	19	3	8	8
15	17	17	16	10	18	8	10	19	19	10	8	11	7	8	9	17	18	20	7	3	19	19	4	7	2	19	17	8	5	9	10	9	16	8	9	15	0	16	11	9	4	16	4	16	3	18	10	18	8	10
9	1	3	1	16	2	9	17	12	3	7	12	6	13	8	9	9	2	4	9	19	11	3	20	15	18	9	1	14	19	8	14	15	9	15	14	11	16	0	5	8	20	12	20	3	19	7	15	14	10	7
4	6	8	6	11	7	4	12	14	8	2	7	1	8	3	4	11	7	9	4	14	13	8	15	10	13	14	6	9	14	3	9	10	10	10	9	9	11	5	0	3	15	10	15	8	14	12	10	12	5	2
6	9	9	7	10	10	1	11	15	10	1	6	2	7	3	5	12	9	11	2	11	14	10	13	9	10	15	9	8	11	2	8	9	11	9	8	10	9	8	3	0	12	11	13	9	11	13	9	13	3	3
18	21	21	19	14	22	11	13	23	22	13	11	14	10	12	13	20	21	23	11	3	22	22	1	11	5	23	21	11	1	12	14	13	19	12	13	18	4	20	15	12	0	19	4	19	6	21	13	21	11	13
14	13	13	11	21	14	10	22	4	15	10	17	11	18	9	7	3	14	15	10	17	3	14	19	20	15	4	13	19	20	9	19	20	4	20	19	1	16	12	10	11	19	0	15	12	14	5	20	2	9	9
19	21	21	20	14	22	12	14	19	23	14	12	15	11	12	12	16	22	24	11	2	18	23	4	11	3	19	21	12	5	13	14	13	15	12	13	14	4	20	15	13	4	15	0	20	2	17	14	17	10	14
11	4	2	2	19	3	8	19	12	3	8	15	8	16	8	8	9	2	4	9	18	11	3	20	17	17	8	2	16	18	7	17	18	8	17	16	11	16	3	8	9	19	12	20	0	18	7	17	13	10	7
17	20	20	18	13	21	10	12	17	21	12	10	13	9	11	10	14	20	22	10	4	16	21	5	10	1	17	20	10	7	11	13	12	14	11	12	13	3	19	14	11	6	14	2	18	0	15	12	15	9	12
15	8	8	6	23	9	12	24	5	10	12	19	13	20	10	9	3	9	10	11	19	5	9	20	21	16	2	8	21	22	11	21	22	2	22	21	4	18	7	12	13	21	5	17	7	15	0	21	7	10	10
6	14	17	15	2	15	10	3	23	14	10	3	9	4	11	13	20	16	15	10	12	22	16	14	3	11	23	16	2	12	11	1	1	20	2	1	19	10	15	10	9	13	20	14	17	12	21	0	21	11	11
15	15	15	13	23	16	12	24	2	16	12	19	13	20	10	9	5	15	17	11	19	3	16	20	21	16	5	15	21	22	11	21	22	5	22	21	3	18	14	12	13	21	2	17	13	15	7	21	0	10	10
9	11	11	10	13	12	2	14	12	13	4	9	5	10	2	2	9	12	14	1	9	11	13	10	11	8	12	11	11	12	3	11	12	9	12	11	8	8	10	5	3	11	9	10	10	9	10	11	10	0	4
5	8	8	6	13	9	2	14	12	10	2	9	3	10	2	2	9	9	10	3	12	11	9	14	11	11	12	8	11	12	1	11	12	9	12	11	8	10	7	2	3	13	9	14	7	12	10	11	10	4	0
