19	12	13	23	14	12	21	15	13	4	13	19	13	23	14	2	4	22	22	2	10	20	12	11	11	12	21	12	12	5	24	20	0	19	14	22	14	4	14	19	15	1	14	11	22	18
14	19	9	15	21	7	3	10	20	16	11	3	19	14	9	20	15	14	4	17	9	5	20	10	20	10	13	17	9	14	15	2	19	0	20	4	19	15	22	4	11	19	10	18	14	1
6	2	11	14	2	13	22	10	1	10	9	20	1	16	11	12	14	16	23	12	11	21	2	10	3	10	14	3	11	12	15	21	14	20	0	23	1	11	3	20	9	13	10	4	15	19
17	22	13	15	25	10	1	14	24	19	15	3	22	14	12	24	19	14	4	20	12	5	23	13	23	14	13	21	12	17	15	2	22	4	23	0	23	18	25	4	14	23	14	22	14	5
6	3	10	14	2	13	22	9	1	10	8	20	1	15	11	13	14	16	23	13	11	21	2	10	3	9	13	3	11	13	14	21	14	19	1	23	0	12	3	19	9	14	9	4	14	18
16	9	10	20	12	9	17	13	11	2	10	15	11	20	11	6	3	19	18	3	8	16	10	9	9	9	19	9	10	1	21	16	4	15	11	18	12	0	11	15	12	5	11	8	20	14
9	3	13	16	1	15	25	12	2	10	11	23	3	18	14	12	14	19	25	12	14	24	2	13	3	12	16	5	14	12	17	24	14	22	3	25	3	11	0	22	11	13	12	4	17	21
14	19	9	11	21	7	3	10	20	16	11	1	19	11	9	20	15	10	4	17	9	2	20	10	20	10	10	17	9	14	12	5	19	4	20	4	19	15	22	0	11	19	10	18	11	3
4	8	2	9	11	4	14	1	10	11	2	12	8	8	3	13	15	8	14	13	5	13	9	4	9	3	7	7	3	13	9	13	15	11	9	14	9	12	11	11	0	14	1	8	8	10
18	11	12	22	14	13	22	15	13	4	12	20	13	22	13	1	4	21	23	3	11	21	12	11	11	11	21	11	12	6	23	21	1	19	13	23	14	5	13	19	14	0	13	10	22	18
5	9	1	9	11	4	13	2	10	10	1	11	9	9	2	12	14	8	14	12	4	12	10	3	10	2	8	7	2	12	10	12	14	10	10	14	9	11	12	10	1	13	0	8	9	9
8	2	9	13	4	12	21	8	3	7	7	19	3	14	10	9	11	15	22	9	10	20	2	9	2	8	12	1	10	9	13	20	11	18	4	22	4	8	4	18	8	10	8	0	13	17
9	14	10	1	16	11	13	7	15	18	10	11	14	1	9	21	22	2	11	21	12	9	15	11	15	11	1	12	10	21	2	16	22	14	15	14	14	20	17	11	8	22	9	13	0	13
13	18	8	14	20	6	4	9	19	15	10	2	18	13	8	19	14	13	5	16	8	4	19	9	19	9	12	16	8	13	14	3	18	1	19	5	18	14	21	3	10	18	9	17	13	0


