6	11	9	9	13	8	11	3	13	11	12	2	1	2	10	13	10	11	13	0	13	12	11	2	10	10	11	3	11	11	12	11	10	1	9	9	8	3	1	11	1
19	14	19	19	4	12	12	10	22	13	1	11	14	15	19	14	14	2	22	13	0	21	11	13	12	13	24	15	2	20	14	20	4	12	4	11	18	12	12	5	14
16	22	3	3	18	20	23	11	3	23	22	12	13	14	2	25	22	20	1	12	21	0	22	14	22	22	15	13	23	5	24	3	17	11	19	21	4	10	13	16	11
8	3	20	20	11	3	1	11	23	2	11	10	10	9	20	3	3	10	23	11	11	22	0	9	1	2	15	10	10	21	3	21	9	11	7	2	19	13	10	10	11
6	9	11	11	13	6	9	3	15	9	12	2	1	2	12	11	8	11	15	2	13	14	9	0	8	8	11	3	11	13	10	13	10	3	9	7	10	5	1	11	3
7	2	19	19	12	2	1	11	22	2	11	10	9	8	20	3	3	10	22	10	12	22	1	8	0	2	14	9	10	21	3	21	9	11	8	2	18	12	9	10	11
6	1	19	19	13	2	1	11	22	2	13	10	9	8	20	3	1	12	22	10	13	22	2	8	2	0	14	9	12	21	3	21	11	11	9	3	18	12	9	12	11
9	15	15	12	24	12	15	14	12	15	23	13	10	9	13	17	14	22	15	11	24	15	15	11	14	14	0	9	22	10	16	17	21	12	20	13	14	12	12	22	10
4	10	10	10	15	7	10	5	14	10	15	4	2	1	11	12	9	14	14	3	15	13	10	3	9	9	9	0	14	12	11	12	13	3	11	8	9	4	4	14	2
17	12	20	20	5	10	11	12	24	12	1	11	12	13	21	12	13	4	24	11	2	23	10	11	10	12	22	14	0	22	13	22	6	12	5	9	19	14	10	7	12
15	21	5	2	17	19	22	10	2	22	21	11	12	13	3	24	21	19	5	11	20	5	21	13	21	21	10	12	22	0	23	7	16	10	18	20	4	9	12	15	10
8	2	21	21	14	4	2	13	25	1	14	12	11	11	22	1	2	13	25	12	14	24	3	10	3	3	16	11	13	23	0	23	12	13	10	4	20	15	11	13	13
15	21	2	5	17	19	22	10	5	22	21	11	12	13	5	24	21	19	2	11	20	3	21	13	21	21	17	12	22	7	23	0	16	10	18	20	3	9	12	15	10
16	11	15	15	3	9	10	8	18	11	5	9	11	12	15	11	12	3	18	10	4	17	9	10	9	11	21	13	6	16	12	16	0	10	2	8	14	9	9	1	11
7	11	9	9	12	9	12	2	12	12	12	1	2	3	9	14	11	11	12	1	12	11	11	3	11	11	12	3	12	10	13	10	10	0	8	10	8	2	2	11	2
15	10	16	16	4	8	8	8	19	9	4	7	10	11	17	10	10	3	19	9	4	19	7	9	8	9	20	11	5	18	10	18	2	8	0	7	15	9	8	3	10
8	4	18	18	11	1	2	10	22	3	10	9	8	8	19	4	4	9	22	9	11	21	2	7	2	3	13	8	9	20	4	20	8	10	7	0	17	12	8	9	10
13	19	1	3	14	16	19	8	5	19	18	9	9	10	2	21	18	16	5	8	18	4	19	10	18	18	14	9	19	4	20	3	14	8	15	17	0	6	9	13	8
7	13	7	7	12	11	13	2	10	14	13	3	4	4	8	15	13	10	10	3	12	10	13	5	12	12	12	4	14	9	15	9	9	2	9	12	6	0	4	10	2
7	10	10	10	12	7	10	2	14	10	11	1	2	3	11	12	9	10	14	1	12	13	10	1	9	9	12	4	10	12	11	12	9	2	8	8	9	4	0	10	2
17	12	14	14	2	10	11	9	17	12	6	10	12	13	14	12	13	4	17	11	5	16	10	11	10	12	22	14	7	15	13	15	1	11	3	9	13	10	10	0	12
5	11	9	9	14	9	12	4	12	12	13	3	2	3	9	14	11	12	12	1	14	11	11	3	11	11	10	2	12	10	13	10	11	2	10	10	8	2	2	12	0


