i,j,distance,truck_time,drone_time,robot_distance,robot_time
3,11,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
4,1,24.0,0.5333333333333333,0.32,24.0,0.96
4,2,9.0,0.2,0.12,9.0,0.36
4,3,21.0,0.4666666666666667,0.28,21.0,0.84
4,5,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
4,6,15.0,0.3333333333333333,0.2,15.0,0.6
4,7,20.0,0.4444444444444444,0.26666666666666666,20.0,0.8
4,8,9.0,0.2,0.12,9.0,0.36
4,9,21.0,0.4666666666666667,0.28,21.0,0.84
4,10,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
4,11,9.0,0.2,0.12,9.0,0.36
5,1,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
5,2,15.0,0.3333333333333333,0.2,15.0,0.6
5,3,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
5,4,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
5,6,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
5,7,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
5,8,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
5,9,23.0,0.5111111111111111,0.30666666666666664,23.0,0.92
5,10,9.0,0.2,0.12,9.0,0.36
5,11,15.0,0.3333333333333333,0.2,15.0,0.6
6,1,9.0,0.2,0.12,9.0,0.36
6,2,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
6,3,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
6,4,15.0,0.3333333333333333,0.2,15.0,0.6
6,5,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
6,7,9.0,0.2,0.12,9.0,0.36
6,8,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
6,9,6.0,0.13333333333333333,0.08,6.0,0.24
6,10,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
6,11,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
7,1,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
7,2,12.0,0.26666666666666666,0.16,12.0,0.48
7,3,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
7,4,20.0,0.4444444444444444,0.26666666666666666,20.0,0.8
7,5,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
7,6,9.0,0.2,0.12,9.0,0.36
7,8,12.0,0.26666666666666666,0.16,12.0,0.48
7,9,10.0,0.2222222222222222,0.13333333333333333,10.0,0.4
7,10,15.0,0.3333333333333333,0.2,15.0,0.6
7,11,12.0,0.26666666666666666,0.16,12.0,0.48
8,1,15.0,0.3333333333333333,0.2,15.0,0.6
8,2,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
8,3,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
8,4,9.0,0.2,0.12,9.0,0.36
8,5,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
8,6,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
8,7,12.0,0.26666666666666666,0.16,12.0,0.48
8,9,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
8,10,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
8,11,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
9,1,6.0,0.13333333333333333,0.08,6.0,0.24
9,2,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
9,3,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
9,4,21.0,0.4666666666666667,0.28,21.0,0.84
9,5,23.0,0.5111111111111111,0.30666666666666664,23.0,0.92
9,6,6.0,0.13333333333333333,0.08,6.0,0.24
9,7,10.0,0.2222222222222222,0.13333333333333333,10.0,0.4
9,8,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
9,10,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
9,11,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
10,1,19.0,0.4222222222222222,0.25333333333333335,19.0,0.76
10,2,6.0,0.13333333333333333,0.08,6.0,0.24
10,3,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
10,4,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
10,5,9.0,0.2,0.12,9.0,0.36
10,6,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
10,7,15.0,0.3333333333333333,0.2,15.0,0.6
10,8,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
10,9,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
10,11,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
