i,j,distance,truck_time,drone_time,robot_distance,robot_time
3,4,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
3,5,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
3,6,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
3,7,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
3,8,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
3,9,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
3,10,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
3,11,3.0,0.06666666666666667,0.04,3.0,0.12
3,12,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
4,1,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
4,2,3.0,0.06666666666666667,0.04,3.0,0.12
4,3,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
4,5,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
4,6,3.0,0.06666666666666667,0.04,3.0,0.12
4,7,3.0,0.06666666666666667,0.04,3.0,0.12
4,8,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
4,9,3.0,0.06666666666666667,0.04,3.0,0.12
4,10,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
4,11,3.0,0.06666666666666667,0.04,3.0,0.12
4,12,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
5,1,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
5,2,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
5,3,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
5,4,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
5,6,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
5,7,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
5,8,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
5,9,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
5,10,3.0,0.06666666666666667,0.04,3.0,0.12
5,11,3.0,0.06666666666666667,0.04,3.0,0.12
5,12,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
6,1,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
6,2,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
6,3,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
6,4,3.0,0.06666666666666667,0.04,3.0,0.12
6,5,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
6,7,3.0,0.06666666666666667,0.04,3.0,0.12
6,8,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
6,9,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
6,10,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
6,11,3.0,0.06666666666666667,0.04,3.0,0.12
6,12,6.0,0.13333333333333333,0.08,6.0,0.24
7,1,3.0,0.06666666666666667,0.04,3.0,0.12
7,2,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
7,3,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
7,4,3.0,0.06666666666666667,0.04,3.0,0.12
7,5,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
7,6,3.0,0.06666666666666667,0.04,3.0,0.12
7,8,3.0,0.06666666666666667,0.04,3.0,0.12
7,9,3.0,0.06666666666666667,0.04,3.0,0.12
7,10,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
7,11,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
7,12,9.0,0.2,0.12,9.0,0.36
8,1,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,2,3.0,0.06666666666666667,0.04,3.0,0.12
8,3,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
8,4,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,5,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,6,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
8,7,3.0,0.06666666666666667,0.04,3.0,0.12
8,9,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
8,10,3.0,0.06666666666666667,0.04,3.0,0.12
8,11,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,12,6.0,0.13333333333333333,0.08,6.0,0.24
9,1,3.0,0.06666666666666667,0.04,3.0,0.12
9,2,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
9,3,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
9,4,3.0,0.06666666666666667,0.04,3.0,0.12
9,5,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
9,6,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
9,7,3.0,0.06666666666666667,0.04,3.0,0.12
9,8,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
9,10,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
9,11,3.0,0.06666666666666667,0.04,3.0,0.12
9,12,6.0,0.13333333333333333,0.08,6.0,0.24
10,1,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
10,2,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
10,3,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
10,4,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
10,5,3.0,0.06666666666666667,0.04,3.0,0.12
10,6,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
10,7,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
10,8,3.0,0.06666666666666667,0.04,3.0,0.12
10,9,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
10,11,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
10,12,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
11,1,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
11,2,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
11,3,3.0,0.06666666666666667,0.04,3.0,0.12
11,4,3.0,0.06666666666666667,0.04,3.0,0.12
11,5,3.0,0.06666666666666667,0.04,3.0,0.12
11,6,3.0,0.06666666666666667,0.04,3.0,0.12
11,7,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
11,8,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
11,9,3.0,0.06666666666666667,0.04,3.0,0.12
11,10,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
11,12,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
