i,j,distance,truck_time,drone_time,robot_distance,robot_time
7,4,3.0,0.06666666666666667,0.04,3.0,0.12
7,5,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
7,6,3.0,0.06666666666666667,0.04,3.0,0.12
7,8,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
7,9,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
7,10,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
7,11,6.0,0.13333333333333333,0.08,6.0,0.24
8,1,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,2,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
8,3,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,4,3.0,0.06666666666666667,0.04,3.0,0.12
8,5,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,6,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
8,7,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,9,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
8,10,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
8,11,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
9,1,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
9,2,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
9,3,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
9,4,3.0,0.06666666666666667,0.04,3.0,0.12
9,5,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
9,6,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
9,7,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
9,8,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
9,10,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
9,11,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
10,1,3.0,0.06666666666666667,0.04,3.0,0.12
10,2,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
10,3,3.0,0.06666666666666667,0.04,3.0,0.12
10,4,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
10,5,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
10,6,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
10,7,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
10,8,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
10,9,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
10,11,6.0,0.13333333333333333,0.08,6.0,0.24
